client_id,Premium Status,Category,Sub-Category,Total Past Transactions,Total Past Spending (€),Total Past Products Purchased,action_universe,action_category_label,action_label,client_is_present,client_is_invited,gross_spend_next_30_days_in_category,most_purchased_product_category,days_since_last_transactions,T
c70402260,0,2,2.0,48.0,432776.0,48.0,Women's Fashion,Client,Business Engagement,1,1,12673.0,Women's Fashion,12.0,0
c70788590,0,0,2.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,0
c73006240,1,2,2.0,8.0,14224.0,8.0,Women's Fashion,Client,Business Engagement,1,1,86893.0,Other,28.0,0
c74421697,0,2,2.0,24.0,15512.0,24.0,Women's Fashion,Client,Business Engagement,1,1,42354.0,Women's Fashion,53.0,0
c79573333,0,2,0.0,16.0,69456.0,16.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Women's Fashion,46.0,0
c80301955,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,0
c82558461,0,2,2.0,32.0,87224.0,32.0,Women's Fashion,Client,Business Engagement,1,1,20359.0,Other,10.0,0
c82598296,0,0,1.0,40.0,165736.0,40.0,Women's Fashion,Client,Business Engagement,1,1,19000.0,Women's Fashion,3.0,0
c86946580,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,774.0,Other,5000.0,0
c87188220,0,2,2.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,0
c89554115,0,2,0.0,56.0,353672.0,56.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Women's Fashion,29.0,0
c95187315,0,0,2.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,17099.0,Other,5000.0,0
c98049383,1,1,2.0,32.0,502192.0,32.0,Women's Fashion,Client,Business Engagement,1,1,18338.0,Women's Fashion,11.0,0
c98413876,0,2,2.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,0
c39695274,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c10267992,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c42453608,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c23134734,0,2,1.0,8.0,37344.0,8.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Women's Fashion,101.0,0
c40386850,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c17223546,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c77833350,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c48394164,0,2,0.0,8.0,18072.0,8.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Men's Fashion,248.0,0
c14038870,0,2,1.0,8.0,9688.0,8.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,248.0,0
c27781141,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c97128873,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c96392326,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c79174442,0,3,2.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c84286936,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c23876343,0,3,2.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c56170123,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c79252994,0,1,2.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c00813719,0,3,2.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c09783716,0,3,2.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c56665555,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c91884212,0,3,2.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c16303551,0,1,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,9000.0,Other,5000.0,0
c75310671,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c61178851,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c64791718,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c60448311,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c49279992,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c75856388,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c76462809,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c08416042,0,1,0.0,8.0,39760.0,8.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Men's Fashion,248.0,0
c88892550,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c14777527,0,2,1.0,8.0,8880.0,8.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Women's Fashion,180.0,0
c33538344,0,3,2.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c13423555,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c89242870,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c63870766,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c71733925,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c79702640,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c64277524,0,3,2.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c95677562,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c71346673,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c30009237,0,1,0.0,8.0,24024.0,8.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Women's Fashion,575.0,0
c18464426,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c07433677,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c31750535,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c26629311,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c41203601,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c77700378,0,1,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c92020922,0,2,1.0,8.0,5688.0,8.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Women's Fashion,182.0,0
c34331858,0,2,1.0,8.0,14000.0,8.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Men's Fashion,116.0,0
c05114849,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,0
c13678176,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,0
c15284276,1,0,0.0,252.0,1796808.0,252.0,Women's Fashion,Client,Business Engagement,1,1,24466.0,Women's Fashion,9.0,0
c15690318,0,0,1.0,36.0,251400.0,36.0,Women's Fashion,Client,Business Engagement,1,1,20730.0,Women's Fashion,3.0,0
c16170326,0,0,1.0,66.0,169767.0,66.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Other,23.0,0
c16474818,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,0
c27460224,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,0
c38003436,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,0
c47716648,0,2,0.0,9.0,31071.0,9.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Women's Fashion,42.0,0
c53108399,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,0
c60672804,0,2,2.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,0
c68169559,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,0
c77724581,0,0,2.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,15891.0,Other,5000.0,0
c81328703,0,0,0.0,198.0,537066.0,198.0,Women's Fashion,Client,Business Engagement,1,1,506576.0,Women's Fashion,1.0,0
c39543534,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c18215614,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c69932512,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c70094765,0,2,0.0,3.0,10659.0,3.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Women's Fashion,803.0,0
c47319596,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c03967738,0,1,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c69569015,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c69709524,0,2,1.0,3.0,5586.0,3.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,536.0,0
c86427146,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c99190721,0,2,1.0,3.0,5352.0,3.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,96.0,0
c14246270,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c27150054,0,2,0.0,3.0,3045.0,3.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Women's Fashion,819.0,0
c28909199,0,2,1.0,6.0,15549.0,6.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Men's Fashion,286.0,0
c36910166,0,2,0.0,6.0,17991.0,6.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,399.0,0
c38412787,0,2,2.0,0.0,0.0,0.0,Men's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,1
c64651307,1,0,2.0,27.0,76747.0,27.0,Men's Fashion,Client,Business Engagement,1,1,24006.0,Men's Fashion,1.0,1
c61318904,0,2,1.0,0.0,0.0,0.0,Men's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,1
c17036966,0,2,1.0,0.0,0.0,0.0,Men's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,1
c60672804,0,2,2.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,0
c61318904,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c22633916,0,3,1.0,0.0,0.0,0.0,Men's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,1
c38412787,0,2,2.0,0.0,0.0,0.0,Men's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,1
c41404743,0,3,0.0,0.0,0.0,0.0,Men's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,1
c98179720,0,3,0.0,0.0,0.0,0.0,Men's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,1
c28713846,0,2,1.0,1.0,1256.0,1.0,Men's Fashion,Client,Business Engagement,0,0,0.0,Men's Fashion,760.0,1
c17036966,0,2,1.0,0.0,0.0,0.0,Men's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,1
c38200014,0,2,0.0,0.0,0.0,0.0,Men's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,1
c67125448,0,3,0.0,0.0,0.0,0.0,Men's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,1
c07646268,0,0,1.0,2.0,5780.0,2.0,Men's Fashion,Client,Business Engagement,1,1,0.0,Men's Fashion,3.0,1
c10981600,0,0,2.0,80.0,205068.0,80.0,Men's Fashion,Client,Business Engagement,1,1,48306.0,Men's Fashion,2.0,1
c15474503,0,0,2.0,70.0,180276.0,198.0,Men's Fashion,Client,Business Engagement,1,1,1750.0,Other,10.0,1
c55529450,0,0,1.0,48.0,129566.0,48.0,Men's Fashion,Client,Business Engagement,1,1,0.0,Men's Fashion,39.0,1
c72469309,0,3,1.0,0.0,0.0,0.0,Men's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,1
c79565718,0,0,1.0,48.0,109690.0,48.0,Men's Fashion,Client,Business Engagement,1,1,0.0,Men's Fashion,9.0,1
c81014329,0,0,1.0,82.0,150648.0,82.0,Men's Fashion,Client,Business Engagement,1,1,9452.0,Men's Fashion,22.0,1
c85530372,0,0,2.0,82.0,182592.0,82.0,Men's Fashion,Client,Business Engagement,1,1,0.0,Men's Fashion,16.0,1
c44733415,0,2,1.0,2.0,1906.0,2.0,Men's Fashion,Client,Business Engagement,0,0,0.0,Women's Fashion,223.0,1
c36064725,0,2,2.0,0.0,0.0,0.0,Men's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,1
c93369462,0,2,0.0,12.0,7206.0,12.0,Men's Fashion,Client,Business Engagement,0,0,595.0,Infant and Toddler,2.0,1
c90816132,0,3,1.0,0.0,0.0,0.0,Men's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,1
c09114991,0,2,0.0,12.0,43476.0,12.0,Men's Fashion,Client,Business Engagement,0,0,0.0,Women's Fashion,72.0,1
c14797925,0,2,0.0,4.0,6554.0,4.0,Men's Fashion,Client,Business Engagement,0,0,0.0,Women's Fashion,56.0,1
c76759222,0,2,1.0,0.0,0.0,0.0,Men's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,1
c06445928,0,2,1.0,2.0,276.0,2.0,Men's Fashion,Client,Business Engagement,0,0,0.0,Women's Fashion,883.0,1
c07565705,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,0
c22012237,0,0,1.0,102.0,442110.0,102.0,Women's Fashion,Client,Business Engagement,1,1,82690.0,Women's Fashion,6.0,0
c83122235,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,0
c28738989,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c17037470,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c67356271,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c98707657,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Other,5000.0,0
c61311994,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c09358802,0,0,1.0,25.0,55730.0,25.0,Men's Fashion,Client,Business Engagement,1,1,14324.0,Men's Fashion,15.0,1
c22740981,1,0,1.0,22.0,51305.0,22.0,Men's Fashion,Client,Business Engagement,1,1,0.0,Men's Fashion,51.0,1
c94831309,0,2,1.0,1.0,1291.0,1.0,Men's Fashion,Client,Business Engagement,1,1,0.0,Men's Fashion,38.0,1
c28738989,0,3,1.0,0.0,0.0,0.0,Men's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,1
c17037470,0,3,1.0,0.0,0.0,0.0,Men's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,1
c67356271,0,3,1.0,0.0,0.0,0.0,Men's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,1
c60672804,0,2,2.0,13.0,61250.0,13.0,Women's Fashion,Client,Business Engagement,1,1,65860.0,Women's Fashion,22.0,0
c97550176,0,2,2.0,11.0,43475.0,11.0,Women's Fashion,Client,Business Engagement,1,1,3304.0,Women's Fashion,189.0,0
c61318904,0,2,1.0,16.0,30251.0,16.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Men's Fashion,72.0,0
c17036966,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Other,5000.0,0
c33590598,0,0,1.0,39.0,114985.0,39.0,Men's Fashion,Client,Business Engagement,1,1,0.0,Men's Fashion,18.0,1
c61318904,0,2,1.0,16.0,30251.0,16.0,Men's Fashion,Client,Business Engagement,0,0,0.0,Men's Fashion,138.0,1
c44458719,0,2,0.0,6.0,3612.0,6.0,Women's Fashion,Client,Business Engagement,1,1,0.0,Women's Fashion,276.0,0
c61318904,0,2,1.0,51.0,109701.0,51.0,Women's Fashion,Client,Business Engagement,0,0,0.0,Men's Fashion,61.0,0
c16918210,0,3,1.0,0.0,0.0,0.0,Men's Fashion,Retail,Exclusive Offer,1,1,0.0,Other,5000.0,0
c58559042,0,3,0.0,0.0,0.0,0.0,Men's Fashion,Retail,Exclusive Offer,1,1,0.0,Other,5000.0,0
c61328105,0,2,1.0,1.0,350.0,1.0,Men's Fashion,Retail,Exclusive Offer,0,0,0.0,Women's Fashion,405.0,0
c17037470,0,3,1.0,0.0,0.0,0.0,Men's Fashion,Retail,Exclusive Offer,0,0,0.0,Other,5000.0,0
c28839100,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,1,1,2038.0,Other,5000.0,0
c71976035,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,1,1,0.0,Other,5000.0,0
c61318904,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,0,0,0.0,Other,5000.0,0
c17036966,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,0,0,0.0,Other,5000.0,0
c28839100,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,1,1,0.0,Other,5000.0,0
c71976035,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,1,1,0.0,Other,5000.0,0
c61318904,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,0,0,0.0,Other,5000.0,0
c17036966,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,0,0,0.0,Other,5000.0,0
c52234303,0,0,1.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,1,1,85740.0,Other,5000.0,0
c61318904,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,0,0,0.0,Other,5000.0,0
c31377272,0,2,0.0,0.0,0.0,0.0,Infant and Toddler,Retail,Exclusive Offer,1,1,0.0,Other,5000.0,0
c61318904,0,2,1.0,0.0,0.0,0.0,Infant and Toddler,Retail,Exclusive Offer,0,0,0.0,Other,5000.0,0
c00648131,0,1,2.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,1,1,17224.0,Other,5000.0,0
c02174057,0,2,1.0,2.0,3820.0,2.0,Women's Fashion,Retail,Exclusive Offer,1,1,0.0,Other,1.0,0
c04105959,0,2,2.0,2.0,14050.0,2.0,Women's Fashion,Retail,Exclusive Offer,1,1,26614.0,Women's Fashion,146.0,0
c06462730,0,2,2.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,1,1,38394.0,Other,5000.0,0
c16474818,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,1,1,0.0,Other,5000.0,0
c40211295,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,1,1,0.0,Other,5000.0,0
c55789769,0,0,1.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,1,1,84539.0,Other,5000.0,0
c69356139,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,1,1,17796.0,Other,5000.0,0
c74800172,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,1,1,18240.0,Other,5000.0,0
c85230220,0,2,0.0,2.0,12180.0,2.0,Women's Fashion,Retail,Exclusive Offer,1,1,40578.0,Women's Fashion,12.0,0
c97884554,0,0,1.0,2.0,892.0,2.0,Women's Fashion,Retail,Exclusive Offer,1,1,405960.0,Women's Fashion,61.0,0
c99812869,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,1,1,39024.0,Other,5000.0,0
c39538392,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,0,0,0.0,Other,5000.0,0
c18202747,0,1,0.0,4.0,17098.0,4.0,Women's Fashion,Retail,Exclusive Offer,0,0,0.0,Women's Fashion,299.0,0
c69901310,0,2,1.0,2.0,3552.0,2.0,Women's Fashion,Retail,Exclusive Offer,0,0,0.0,Men's Fashion,133.0,0
c64591011,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Exclusive Offer,0,0,0.0,Other,5000.0,0
c47319458,0,2,1.0,2.0,3386.0,2.0,Women's Fashion,Retail,Exclusive Offer,0,0,0.0,Other,471.0,0
